"","watershed","date","monthly_BFI","baseflow","Pmm","Qmmd","rr","county","drought"
"1","paine",1992-10-01,0.068416449671811,1.97674248222823,46.99,28.8927953980443,0.61487115126717,NA,NA
"2","paine",1992-11-01,0.0450179191854839,3.72330122220658,89.916,82.707092854864,0.919826202843365,NA,NA
"3","paine",1992-12-01,0.0754248112985277,5.05597914554001,65.024,67.0333681781276,1.03090194663705,NA,NA
"4","paine",1993-02-01,0.195156772039701,6.24594349931438,56.388,32.0047489719894,0.567580850038828,NA,NA
"5","paine",1993-03-01,0.0626678853650911,10.1647129305121,192.278,162.199711563497,0.843568747144743,NA,NA
"6","paine",1993-04-01,0.157405364859752,13.970065616518,90.17,88.7521567575876,0.98427588729719,NA,NA
"7","paine",1993-05-01,0.586682880841244,14.1554974724933,59.69,24.1280220281794,0.40422218174199,NA,NA
"8","paine",1993-06-01,0.312803303898851,3.64602168019711,48.514,11.6559564261383,0.24025964517744,NA,NA
"9","paine",1993-07-01,0.281863147424255,1.64620150248997,49.276,5.84042829839028,0.118524805146324,NA,NA
"10","paine",1993-08-01,0.361054714691672,0.912005408958155,40.132,2.52594792935186,0.0629409929570382,NA,NA
"11","paine",1993-09-01,0.218247639314691,0.908200338698141,100.33,4.16132949501738,0.0414764227550821,NA,NA
"12","paine",1993-10-01,0.463248090658982,2.03049050358309,42.926,4.38316000546202,0.102109677246005,NA,NA
"13","paine",1993-11-01,0.182837788860231,3.91177096427481,84.074,21.3947619289202,0.254475366093206,NA,NA
"14","paine",1993-12-01,0.157471729780411,5.20119469479446,96.774,33.0293869385149,0.341304347640016,NA,NA
"15","paine",1994-02-01,0.0862479285430553,6.60442113884537,100.838,76.5748378008687,0.759384733938284,NA,NA
"16","paine",1994-03-01,0.0911027626363973,10.8540733409228,191.008,119.140990095358,0.623748691653534,NA,NA
"17","paine",1994-04-01,0.32921175578848,13.7701051445793,46.99,41.8275013041352,0.890136226944779,NA,NA
"18","paine",1994-05-01,0.456014519729269,13.3391252739945,52.324,29.2515362929974,0.55904625588635,NA,NA
"19","paine",1994-06-01,1,3.33394630048512,41.402,3.33394630048512,0.0805262137211999,NA,NA
"20","paine",1994-07-01,0.514897989180654,1.61900182354293,96.52,3.14431568497523,0.0325768305529965,NA,NA
"21","paine",1994-08-01,0.046917744308609,0.953688180454888,117.602,20.3268122649259,0.172844103543527,NA,NA
"22","paine",1994-09-01,0.25981468357736,0.980529563103776,25.654,3.77395745922814,0.147109903298828,NA,NA
"23","paine",1994-10-01,0.442162537595036,2.06703228361623,45.466,4.67482454497168,0.102820229291595,NA,NA
"24","paine",1994-11-01,0.278967992087933,4.03374805997158,45.974,14.4595372027487,0.314515534927322,NA,NA
"25","paine",1994-12-01,0.187392268569583,5.27901518755139,36.322,28.1709337735627,0.775588727866381,NA,NA
"26","paine",1995-01-01,0.0852779282145271,6.9705107323847,136.144,129.228560203227,0.949204960947429,NA,NA
"27","paine",1995-02-01,0.326867512966609,6.86363747908864,27.178,20.9982246837415,0.772618466544318,NA,NA
"28","paine",1995-03-01,0.372487814125843,11.394455690636,26.416,30.5901435121485,1.15801572956347,NA,NA
"29","paine",1995-04-01,1,13.1591318740617,36.576,13.1591318740617,0.359775040301337,NA,NA
"30","paine",1995-05-01,0.525921859595038,12.4732284388781,120.396,23.7168853344156,0.196990642001525,NA,NA
"31","paine",1995-06-01,0.0310459108731072,3.39745237615432,340.36,109.433167866796,0.321521823559748,NA,NA
"32","paine",1995-07-01,0.0467472062890508,1.4528593610876,61.722,31.0790628236513,0.503532983760269,NA,NA
"33","paine",1995-08-01,0.209790555913607,0.981703935125835,22.86,4.67944770369027,0.204700249505261,NA,NA
"34","paine",1995-09-01,0.285795744237963,1.03551191862275,94.234,3.62325870661163,0.0384495904515529,NA,NA
"35","paine",1995-10-01,0.06325892888231,2.08779256558845,166.116,33.0039190115388,0.198679952632731,NA,NA
"36","paine",1995-11-01,0.118415553073339,4.08891394485422,76.962,34.5302102530551,0.448665708441245,NA,NA
"37","paine",1995-12-01,0.156778628291305,4.80810082319976,61.214,30.668088345983,0.500997947299359,NA,NA
"38","paine",1996-01-01,0.0885100001320191,7.78625624647521,183.388,87.9703562858597,0.479695270605818,NA,NA
"39","paine",1996-02-01,0.185595345788687,7.03079821568685,40.386,37.8824058642715,0.938008365876083,NA,NA
"40","paine",1996-03-01,0.193845497862047,11.8025765565208,78.74,60.8865136755473,0.773260270199991,NA,NA
"41","paine",1996-04-01,0.190202551758685,13.2385048558654,43.942,69.6021411566622,1.58395478486783,NA,NA
"42","paine",1996-05-01,0.166397209528524,11.4926354263774,134.62,69.0674769062597,0.513055095128953,NA,NA
"43","paine",1996-06-01,0.146578842433169,3.50598463183538,86.868,23.9187632651274,0.275346079858261,NA,NA
"44","paine",1996-07-01,0.166448237524225,1.18544710403236,101.854,7.12201656001211,0.06992377874224,NA,NA
"45","paine",1996-08-01,0.208636935600536,0.992990853841109,118.618,4.75942023871711,0.0401239292410689,NA,NA
"46","paine",1996-09-01,0.00607990303602948,1.06475145670912,325.628,175.126387772866,0.53781120718386,NA,NA
"47","paine",1996-10-01,0.0533474513035874,1.89311295087288,38.608,35.486474135374,0.919148211131735,NA,NA
"48","paine",1996-11-01,0.077915233339769,3.42548813373876,78.486,43.9642928206485,0.560154585794263,NA,NA
"49","paine",1996-12-01,0.0428533799217384,3.57170217125443,94.742,83.3470353511741,0.879726365826921,NA,NA
"50","paine",1997-01-01,0.20947388332362,7.93461011523305,55.372,37.8787560021253,0.684077801093066,NA,NA
"51","paine",1997-02-01,0.168908590720208,7.10804181517012,41.402,42.0821805738961,1.0164286888048,NA,NA
"52","paine",1997-03-01,0.204352151794743,12.0880410719991,104.394,59.1529913721713,0.566632099279378,NA,NA
"53","paine",1997-04-01,0.488404696509399,13.4280035921654,50.546,27.4936004672654,0.543932268968175,NA,NA
"54","paine",1997-05-01,0.771781074856657,10.8253882776593,40.132,14.0265013361074,0.349509153197134,NA,NA
"55","paine",1997-06-01,0.0975415729001021,3.56895416444288,107.188,36.589056935734,0.341354040897619,NA,NA
"56","paine",1997-07-01,0.147800430515079,0.847621683412423,152.146,5.73490672833965,0.0376934439836713,NA,NA
"57","paine",1997-08-01,0.304491763716356,0.834996525625812,98.806,2.74226309255326,0.0277540138509125,NA,NA
"58","paine",1997-09-01,0.095456636165365,0.635433902708901,73.66,6.65678079843608,0.0903717186863438,NA,NA
"59","paine",1997-10-01,0.392472957945815,1.5744461032832,56.896,4.01160403897322,0.0705076637896023,NA,NA
"60","paine",1997-11-01,0.0254831875740022,2.17857814728982,140.208,85.4908021597892,0.60974268344024,NA,NA
"61","paine",1997-12-01,0.200312728686425,2.48656693064436,70.866,12.4134244835579,0.175167562491997,NA,NA
"62","paine",1998-01-01,0.0447414406041001,6.17363612540903,177.292,137.984741708189,0.778290851861274,NA,NA
"63","paine",1998-02-01,0.0283588216121237,5.93597422402503,263.398,209.316674198033,0.794678297473911,NA,NA
"64","paine",1998-03-01,0.160298577872155,12.2405396308731,102.362,76.3608747710504,0.745988499355722,NA,NA
"65","paine",1998-04-01,0.173435539976579,13.6313624993956,97.282,78.5961314574649,0.807920596384377,NA,NA
"66","paine",1998-05-01,0.180234558867215,10.4986073696466,120.904,58.249691044997,0.481784647695667,NA,NA
"67","paine",1998-06-01,0.351746075338764,3.42795455739984,141.224,9.74553747074053,0.0690076578396061,NA,NA
"68","paine",1998-07-01,0.0934044052383251,0.486513444038101,37.592,5.20867771489731,0.138558143086223,NA,NA
"69","paine",1998-08-01,0.151610230612911,0.677726376173457,63.5,4.47018894063829,0.0703966762305242,NA,NA
"70","paine",1998-09-01,1,0.400835971706543,21.844,0.400835971706543,0.0183499346139234,NA,NA
"71","paine",1998-10-01,1,1.47949189799657,27.94,1.47949189799657,0.0529524659268637,NA,NA
"72","paine",1998-11-01,0.761137601159232,1.44347338672521,22.86,1.89646837119433,0.082960121224599,NA,NA
"73","paine",1998-12-01,1,2.09980624676461,53.086,2.09980624676461,0.0395548025235393,NA,NA
"74","paine",1999-01-01,0.179170111620903,4.06631018293851,118.11,22.6952483656549,0.192153487136186,NA,NA
"75","paine",1999-02-01,0.23957649576005,4.42371619641495,38.354,18.464733705954,0.481429152264536,NA,NA
"76","paine",1999-03-01,0.283220187246742,11.3647736146993,77.216,40.1269899761709,0.519671958870842,NA,NA
"77","paine",1999-04-01,0.870764535094441,13.8044189446603,33.02,15.8532167862844,0.480109533200618,NA,NA
"78","paine",1999-05-01,0.553687648085128,10.0097507690278,63.5,18.0783349667371,0.284698188452553,NA,NA
"79","paine",1999-06-01,0.82176280714606,3.15515234992527,21.336,3.83949276176535,0.179953728991627,NA,NA
"80","paine",1999-07-01,1,0.30253301790073,62.992,0.30253301790073,0.00480272126461661,NA,NA
"81","paine",1999-08-01,1,0.59476531374425,58.674,0.59476531374425,0.0101367780233877,NA,NA
"82","paine",1999-09-01,0.0109694140866868,0.425684237045338,240.03,38.8064698516557,0.161673415204998,NA,NA
"83","paine",1999-10-01,0.0807397272123325,1.48182008292112,36.83,18.3530479242786,0.498317890966023,NA,NA
"84","paine",1999-11-01,0.0653349721949092,1.37757266376235,48.006,21.0847669706316,0.439211077170178,NA,NA
"85","paine",1999-12-01,0.0750210488292466,2.08732741426429,55.88,27.8232235730961,0.497910228580818,NA,NA
"86","paine",2000-01-01,0.257473364896839,3.00308222251498,35.052,11.6636616906693,0.332753100840731,NA,NA
"87","paine",2000-02-01,0.170688923807838,3.28407651043482,37.846,19.2401266419141,0.508379396552187,"Augusta County","D0"
"88","paine",2000-03-01,0.250645003070137,9.24856297526242,71.374,36.8990518940226,0.516981700535526,"Augusta County","D0"
"89","paine",2000-04-01,0.39783036671765,13.9830748770634,111.252,35.1483346845354,0.315934407332321,"Augusta County","D0"
"90","paine",2000-05-01,0.633266216127468,9.50841877963764,61.722,15.0148840053134,0.243266323277168,"Augusta County","D0"
